dia,x_AU,y_AU
311.771,-1.6079503236398058,0.3991820640125245
314.53,-1.6221265890499719,0.3657733743203343
317.289,-1.6292079412029907,0.32942625641002504
320.048,-1.6371508644498578,0.2963506458164115
322.807,-1.6458878569547195,0.2614565626748067
325.566,-1.6469302793501013,0.22702781378697592
328.325,-1.6525718455269396,0.19057671614758728
331.084,-1.656546083270482,0.15736825331491006
333.843,-1.6631905801380666,0.12343499016847842
336.602,-1.660999956967421,0.09040135112671784
339.361,-1.6682322157981475,0.054435036631582924
342.12,-1.6650664258467218,0.021814706079925358
344.88,-1.6618592287827023,-0.0190430362906773
347.639,-1.6674095863228242,-0.05077185370597079
350.398,-1.664938141048499,-0.08713237989965068
353.157,-1.661172502498302,-0.11805938771955114
355.916,-1.6591350984728004,-0.15893582953710209
358.675,-1.6571770384544449,-0.19380217939966074
361.434,-1.6490787990295193,-0.22803124688076729
364.193,-1.6456751083069325,-0.2656791693218623
366.952,-1.636134256049177,-0.2969539708961525
369.711,-1.6316498843561251,-0.33174696267690507
372.47,-1.6186419983103746,-0.3640922987639593
375.229,-1.6144433144494488,-0.397695128616772
377.988,-1.6038631479656364,-0.4284160466930272
380.747,-1.5911449460243663,-0.4638445277927077
383.506,-1.5840011624470327,-0.5002464742362515
386.265,-1.5690705238077989,-0.5339901785366451
389.024,-1.5541200847416314,-0.5640466939474501
391.783,-1.546385844092579,-0.6002278184976367
394.542,-1.5284706685630747,-0.6261840551978411
397.301,-1.513227060155375,-0.6594337090089111
400.06,-1.4963334916184237,-0.6943457815731021
402.819,-1.4837706786437204,-0.7281010299683532
405.578,-1.4665928824231638,-0.7528701411305758
408.337,-1.4448253749847193,-0.7863292324141969
411.096,-1.4264615437067938,-0.8137493226741798
413.855,-1.4070169450325518,-0.8491245927470489
416.614,-1.3865711426243894,-0.8764147468513371
419.373,-1.3676617500934711,-0.9040388016906998
422.133,-1.3441746093176412,-0.9323252710923786
424.892,-1.3216986857320718,-0.9612096422532275
427.651,-1.3006764350116367,-0.9864581830605146
430.41,-1.271805511935766,-1.0167214216788614
433.169,-1.2502147450892702,-1.0412250800396554
435.928,-1.2285163412177218,-1.0665097165888304
438.687,-1.1991482380878657,-1.0909713618147754
441.446,-1.176105288480611,-1.1152510850088297
444.205,-1.145654356150592,-1.1430061238578404
446.964,-1.1173733812784097,-1.1673004627257966
449.723,-1.0931952365145194,-1.1845296870046726
452.482,-1.0609038601098877,-1.2086353015210223
455.241,-1.0327078080482337,-1.2323586826742032
458.0,-1.0020309915350523,-1.2486530313534112
460.759,-0.9694756150266706,-1.2717345667452502
463.518,-0.9428201756196068,-1.289120130911264
466.277,-0.9123773445713559,-1.310144173620158
469.036,-0.8806842204340016,-1.3242315076584508
471.795,-0.8480819603323844,-1.3421752486649263
474.554,-0.8136749163383377,-1.3627619514679188
477.313,-0.7794498201261002,-1.3761303894151105
480.072,-0.7457474245404279,-1.3918101814938795
482.831,-0.7103890481145934,-1.4045956865967912
485.59,-0.6773510262550864,-1.4226864021395185
488.349,-0.6394120919873039,-1.4319868899750894
491.108,-0.6074170553033765,-1.443010938678741
493.867,-0.5656608033459395,-1.4595682396790064
496.627,-0.5337268242158217,-1.4684825614683727
499.386,-0.500252339197645,-1.4793905621299803
502.145,-0.46394218520842156,-1.4841665356445266
504.904,-0.42382043738851366,-1.4896169924951925
507.663,-0.38796042162355227,-1.49456998420616
510.422,-0.34857769622764173,-1.503037324515708
513.181,-0.3113368934260374,-1.5046176318758928
515.94,-0.2745139759407912,-1.5143937152007776
518.699,-0.23797636192387409,-1.5178594414507085
521.458,-0.2010790782636738,-1.5164351320253466
524.217,-0.16058423410985498,-1.5164716280101773
526.976,-0.11951890245739173,-1.5172579048003232
529.735,-0.08226654781418925,-1.520310387456025
532.494,-0.0465960434725143,-1.5143607062597375
535.253,-0.005139469371141603,-1.513816653179144
538.012,0.03390709037813254,-1.5059067998785984
540.771,0.06996920339788998,-1.501560068584423
543.53,0.11059727914802889,-1.498224970626176
546.289,0.14888553866249307,-1.4904265047930452
549.048,0.1848624635947774,-1.4835698328194842
551.807,0.22611655229603547,-1.4726266290680856
554.566,0.26462141737087547,-1.4606369527452723
557.325,0.30358385081980677,-1.4535603655568856
560.084,0.341234757714729,-1.438618572288367
562.843,0.3738449659178664,-1.4277221532300628
565.602,0.41193357820752535,-1.4142815214322706
568.361,0.45175583138240566,-1.3979459028560086
571.12,0.4883491446787287,-1.3838439238933773
573.88,0.5245982899963411,-1.3659323253511797
576.639,0.5671425074474964,-1.3492876956358453
579.398,0.5960412377659308,-1.3240509564657363
582.157,0.6321978437835384,-1.3080270377483494
584.916,0.666398074551804,-1.288650927407333
587.675,0.6998635853383817,-1.265023182693329
590.434,0.7314796855634594,-1.2429311725330032
593.193,0.7666276704748456,-1.2194704543322021
595.952,0.7959851918590342,-1.1932006962667834
598.711,0.828871589375238,-1.1674059184874126
601.47,0.8595540251314474,-1.143579093943646
604.229,0.8912052706136689,-1.1163869984323282
606.988,0.9254972343255923,-1.0876387060298753
609.747,0.946242106046221,-1.062698514145653
612.506,0.9797132624158964,-1.0313018095099085
615.265,1.0027082702781283,-0.9949039758238095
618.024,1.031785570957628,-0.9629234745658533
620.783,1.0608802545113245,-0.9345173886839734
623.542,1.0839559711871618,-0.8999241380918275
626.301,1.1059246569929908,-0.8667874872672234
629.06,1.1300061207464742,-0.8268834820596132
631.819,1.1552331954394974,-0.7957565229517034
634.578,1.1739087925564002,-0.7625546750219276
637.337,1.1963345511359675,-0.7278882811130573
640.096,1.2155406039706422,-0.6922709676533508
642.855,1.2326897905808376,-0.65116269640152
645.614,1.2558009937875132,-0.6150535158130167
648.373,1.2692594528120384,-0.5778458987805598
651.133,1.2793610170121998,-0.5372749864619294
653.892,1.2981288695143145,-0.49867644854419657
656.651,1.309686856461401,-0.4532534986475497
659.41,1.3248654924352725,-0.4145943274211334
662.169,1.3326085381134518,-0.3757518301916299
664.928,1.3438679888622507,-0.3318363182514072
667.687,1.3538715863948454,-0.2934179115248091
670.446,1.3622080735236222,-0.2538222907123622
673.205,1.364533472078889,-0.20736607868548249
675.964,1.3715580994606078,-0.1674678723018643
678.723,1.3754000207748485,-0.12860982119325143
681.482,1.3779913381176752,-0.08479764827028509
684.241,1.38459904624959,-0.04397775879888563
687.0,1.382468363421922,-0.0027655994619290437
